DIVISION_NAME,DISTRICT_NAME,THANA_NAME,TYP,LVL,EIIN,INSTITUTE_NAME_NEW,POST_OFFICE,LOCATION,MOBPHONE
CHITTAGONG,COMILLA,LAKSAM,SCHOOL AND COLLEGE,Higher Secondary ,105899,GANA UDDOG GIRLS HIGH SCHOOL AND COLLEGE,IQBAL NAGAR,BORO RAJAPUR,1833360375
CHITTAGONG,COMILLA,LAKSAM,SCHOOL AND COLLEGE,Higher Secondary ,105964,MUDAFORGANJ ALI NOWAB HIGH SCHOOL & COLLAGE,MUDAFARGANJ,MUDAFARGANJ,1719905193
CHITTAGONG,COMILLA,LAKSAM,SCHOOL AND COLLEGE,Higher Secondary ,105963,RAHMANIA CHIRA SABUJ HIGH SCHOOL AND COLLEGE, BIZRA BIJRA,BIZRA,1711380854
CHITTAGONG,COMILLA,MANOHARGANJ,SCHOOL AND COLLEGE,Higher Secondary ,105965,MONOHORGONJ HIGH SCHOOL AND COLLEGE,MONOHORGONJ,DESABONDO,1712263697
CHITTAGONG,COMILLA,MEGHNA,SCHOOL AND COLLEGE,Higher Secondary ,105977,MUZAFFAR ALI HIGH SCHOOL & COLLEGE,SHIBNAGAR,KANDER ALI,011910 9561 1
CHITTAGONG,COMILLA,MURADNAGAR,SCHOOL AND COLLEGE,Higher Secondary ,106072,BAIRA M. ARIF SCHOOL AND COLLEGE,BAIRA,BAIRA,1716517707
CHITTAGONG,COMILLA,MURADNAGAR,SCHOOL AND COLLEGE,Higher Secondary ,106071,JAHAPUR KAMALA KANTA ACADEMUY & COLLEGE,JAHAPUR,JAHAPUR,
CHITTAGONG,COMILLA,NANGALKOT,SCHOOL AND COLLEGE,Higher Secondary ,106165,BADSHA MIA ADRSHA HIGH SCHOOL AND COLLEGE,BANGODDA BAZAR,BAPDA,1816194349
CHITTAGONG,COMILLA,NANGALKOT,SCHOOL AND COLLEGE,Higher Secondary ,106167,BHOLAIN BAZAR SCHOOL  AND COLLEGE,BHULAIN BAZAR,BHOLAIN,1711063809
CHITTAGONG,COMILLA,NANGALKOT,SCHOOL AND COLLEGE,Higher Secondary ,106166,DR.ZOBAIDA HANNAN GIRLS SCHOOL & MOHILA COLLEGE,ASARKOTA,ASARKOTA,1716162078
CHITTAGONG,COMILLA,NANGALKOT,SCHOOL AND COLLEGE,Higher Secondary ,106092,MONTOLI HIGH SCHOOL AND COLLEGE,MONTOLI BAZAR,MONTALI,1712652407
CHITTAGONG,COMILLA,TITAS,SCHOOL AND COLLEGE,Higher Secondary ,105582,GAZIPUR KHAN HIGH SCHOOL AND COLLEGE,BARA GAZIPUR,GAZIPUR,1945759145
CHITTAGONG,FENI,CHHAGALNAIYA,SCHOOL AND COLLEGE,Higher Secondary ,106504,CHAND GAZI HIGH SCHOOL & COLLEGE,CHANDGAZI,MATIAGODA,
CHITTAGONG,FENI,CHHAGALNAIYA,SCHOOL AND COLLEGE,Higher Secondary ,106503,SOUTH BALLAVPUR HIGH SCHOOL AND COLLEGE,DAROGAHAT,SOUTH BALLAVPUR,1711360239
CHITTAGONG,FENI,DAGANBHUIYAN,SCHOOL AND COLLEGE,Higher Secondary ,106554,RAJAPUR HIGH SCHOOL AND COLLEGE,RAJAPUR,JOY NARAYANPUR,1815507924
CHITTAGONG,FENI,FENI SADAR,SCHOOL AND COLLEGE,Higher Secondary ,132276,"FENI GIRLS CADET COLLEGE, FENI",FENI,SULTANPUR,1769011244
CHITTAGONG,FENI,FULGAZI,SCHOOL AND COLLEGE,Higher Secondary ,106673,ALI AZAM  SCHOOL AND  COLLEGE,MUNSHIR HAT,UTTAR SREEPUR,1711341821
CHITTAGONG,FENI,FULGAZI,SCHOOL AND COLLEGE,Higher Secondary ,106674,HASANPUR SHAH ALAM CHOW.SCHOOL & COLLEGE,ANANDAPUR, HASANPUR,1712871265
CHITTAGONG,FENI,PARSHURAM,SCHOOL AND COLLEGE,Higher Secondary ,106703,KHANDAL BOHUMUKHI HIGH SCHOOL & COLLEGE,KHANDALHAI,DAKSHIN TATESWAR,1814896562
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,SCHOOL AND COLLEGE,Higher Secondary ,132070,KHAGRACHARI CANTONMENT PUBLIC SCHOOL & COLLEGE,KHAGRACHARY,SANANIBASH,1769303170
CHITTAGONG,LAKSHMIPUR,LAKSHMIPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,106893,BASHIK PUR SCHOOL AND COLEGE,BASHIKPUR,BASHIKPUR,1714922031
CHITTAGONG,LAKSHMIPUR,LAKSHMIPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,106903,KHIL BAISA G.F UNION SCHOOL AND COLLEGE,KHIL BAISA,KHIL BAISA,1718079631
CHITTAGONG,LAKSHMIPUR,RAMGANJ,SCHOOL AND COLLEGE,Higher Secondary ,107111,JOYPUR A. S. R. M. S. HIGH SCHOOL AND COLLEGE,JOYPURA,JOYPUR HAT,1716906858
CHITTAGONG,LAKSHMIPUR,RAMGANJ,SCHOOL AND COLLEGE,Higher Secondary ,107065,PANPARA HIGH SCHOOL AND COLLEGE,PANPARA,PANPARA,173710331
CHITTAGONG,LAKSHMIPUR,RAMGANJ,SCHOOL AND COLLEGE,Higher Secondary ,107112,ZIAUL HAQUE  HIGH  SCHOOL AND COLLEGE,KHORI  BAZAR,KHORI,1712951245
CHITTAGONG,NOAKHALI,BEGUMGANJ,SCHOOL AND COLLEGE,Higher Secondary ,133148,SULTANPUR HANIF BHUIYAN SCHOOL AND COLLEGE,SULTANPUR,SULTANPUR,
CHITTAGONG,NOAKHALI,SUBARNACHAR,SCHOOL AND COLLEGE,Higher Secondary ,107520,PURBA  CHARBATA  HIGH  SCHOOL  AND  COLLEGE,SOMIRHAT,PURBA CHARBATA,01715 27 66 18
CHITTAGONG,RANGAMATI,KAPTAI  UPAZILA,SCHOOL AND COLLEGE,Higher Secondary ,107739,KARNAPHULI PAPER MILLS HIGH SCHOOL & COLLEGE,CHANDRAGHONA,BARGHONA,1820315949
CHITTAGONG,RANGAMATI,KAWKHALI (BETBUNIA),SCHOOL AND COLLEGE,Higher Secondary ,132144,SRIJONEE TRUST SCHOOL AND COLLEGE,BETBUNIA,DOCTOR DOLA,1713120830
DHAKA,DHAKA,BADDA,SCHOOL AND COLLEGE,Higher Secondary ,107841,BADDA ALATUNNESSA HIGHER SECONDARY SCHOOL,GULSHAN,"SOUTH BADDA, P-41",1715208090
DHAKA,DHAKA,BADDA,SCHOOL AND COLLEGE,Higher Secondary ,132140,CAMBRIAN SCHOOL AND COLLEGE,KHILKHAT,"23,PROGOTI SORINI",1720557185
DHAKA,DHAKA,BADDA,SCHOOL AND COLLEGE,Higher Secondary ,131945,NATIONAL COLLEGE,GULSHAN,72\1 PROGOTY SORONI,1197395074
DHAKA,DHAKA,CANTONMENT,SCHOOL AND COLLEGE,Higher Secondary ,107859,B A F SHAHEEN COLLEGE KURMITOLA,DHAKA CANTT.,DHAKA SENANIBUS,
DHAKA,DHAKA,CANTONMENT,SCHOOL AND COLLEGE,Higher Secondary ,107860,BALUGHAT HIGH SCHOOL & COLLEGE,DHAKA CANT.,BALUGHAT,1711947472
DHAKA,DHAKA,CANTONMENT,SCHOOL AND COLLEGE,Higher Secondary ,133937,BANGLADESH INTERNATIONAL SCHOOL(BIS),DHAKA CANTT,"NEW DOHS,MOHAKHALI",1715584120
DHAKA,DHAKA,CANTONMENT,SCHOOL AND COLLEGE,Higher Secondary ,132090,DHAKA CANT: GIRLS PUBLIC SCHOOL AND COLLEGE,DHAKA CANTOMENT,DHAKA CANTOMENT,1730072273
DHAKA,DHAKA,CANTONMENT,SCHOOL AND COLLEGE,Higher Secondary ,132143,SAHID BIR UTTAM ANWAR GIRLS  SCHOOL & COLLEGE,DHAKA,DHAKA SANA NIBASH,1748910464
DHAKA,DHAKA,CANTONMENT,SCHOOL AND COLLEGE,Higher Secondary ,107850,SHAHEED ROMIZ UDDIN CANTONMENT SCHOOL AND COLLEGE,DHAKA CANTONMENT,SHAHEED MANNAN LINE,1817611830
DHAKA,DHAKA,DAKSHINKHAN,SCHOOL AND COLLEGE,Higher Secondary ,108571,MOLLARTEK UDAYAN  USB & COLLEGE,ASHKONA,MOLLARTEK,191211033
DHAKA,DHAKA,DAKSHINKHAN,SCHOOL AND COLLEGE,Higher Secondary ,107845,UTTARA GIRLS HIGH SCHOOL,UTTARA,2 & 5,1913747550
DHAKA,DHAKA,DEMRA,SCHOOL AND COLLEGE,Higher Secondary ,132057,BAMOIL IDEAL HIGH SCHOOL AND COLLEGE (BM),SARULIA,BAMOIL,1552358980
DHAKA,DHAKA,DEMRA,SCHOOL AND COLLEGE,Higher Secondary ,107915,SHAMSUL HOQUE KHAN SCHOOL & COLLEGE,PARADAGAR,PARADAGAR,1819187069
DHAKA,DHAKA,DHAMRAI,SCHOOL AND COLLEGE,Higher Secondary ,107959,AFAZ UDDIN UCHCHA MADHIAMIC BIDHYALAY,DHAMRAI,SARIFBAG,1818270102
DHAKA,DHAKA,DHAMRAI,SCHOOL AND COLLEGE,Higher Secondary ,107919,DHAMRAI HARDINGE HIGH SCHOOL AND COLLEGE,DHAMRAI,DHAMRAI,1711584966
DHAKA,DHAKA,DHANMONDI,SCHOOL AND COLLEGE,Higher Secondary ,134168,COLLEGE OF DEVELOPMENT ALTERNATIVE (CODA),JIGATOLA,"HOUSE-23, ROAD-14/A(NEW)",
DHAKA,DHAKA,DHANMONDI,SCHOOL AND COLLEGE,Higher Secondary ,107962,GOVT. LABORATORY HIGH SCHOOL AND COLLEGE,NEW MARKET,4/E COLLEGE AREA NAYEM ROAD,1556334383
DHAKA,DHAKA,DHANMONDI,SCHOOL AND COLLEGE,Higher Secondary ,107983,JARINA SIKDER GIRLS SCHOOL AND COLLEGE,RAYERBAZAR,295/A DHALI OFFICE ROAD,1552344147
DHAKA,DHAKA,DHANMONDI,SCHOOL AND COLLEGE,Higher Secondary ,134584,JUST INTERNATIONAL SCHOOL & COLLEGE,MOHAMMADPUR,5-5/A,1727118553
DHAKA,DHAKA,DHANMONDI,SCHOOL AND COLLEGE,Higher Secondary ,107985,MEHERUNNISA GIRLS SCHOOL & COLLEGE,NEWMARKET,NEWMARKET,8629082
DHAKA,DHAKA,DHANMONDI,SCHOOL AND COLLEGE,Higher Secondary ,107984,Y. W. C. A HIGHER SECONDARY GIRLS SCHOOL,NEW MARKET,11 GREN SQUARE,1712076541
DHAKA,DHAKA,DOHAR,SCHOOL AND COLLEGE,Higher Secondary ,108011,MALIKANDA MEGHULA SCHOOL AND COLLEGE,MEMULA,MALIJANDA,171273800
DHAKA,DHAKA,GULSHAN,SCHOOL AND COLLEGE,Higher Secondary ,108037,GULSHAN MODEL HIGH SCHOOL AND COLLEGE,GULSHAN,86,1716860820
DHAKA,DHAKA,GULSHAN,SCHOOL AND COLLEGE,Higher Secondary ,108023,I.P.H SCHOOL AND COLLEGE,GULSHAN,MOHAKHALI,1916584034
DHAKA,DHAKA,GULSHAN,SCHOOL AND COLLEGE,Higher Secondary ,108038,KALACHADPUR UCCHA MADDAMIC BIDDALAY,GULSHAN,KALACHADPUR,1817140261
DHAKA,DHAKA,GULSHAN,SCHOOL AND COLLEGE,Higher Secondary ,108040,SOUTH POINT SCHOOL & COLLAGE,GULSHAN,"BARI 53,55",1556549237
DHAKA,DHAKA,HAZARIBAGH,SCHOOL AND COLLEGE,Higher Secondary ,108165,SALEHA HIGH SCHOOL AND COLLEGE,NEWMARKET,61 NILLAMBOR SAHA ROAD,1711100851
DHAKA,DHAKA,JATRABARI,SCHOOL AND COLLEGE,Higher Secondary ,107914,BARNAMALA ADARSHA UCHACHA MADHYAMIK  BIDHYALAYA,DHANIA,NURPURNOYAPARA,1912072498
DHAKA,DHAKA,JATRABARI,SCHOOL AND COLLEGE,Higher Secondary ,107863,SALAHUDDIN AHMED ADARSHA SCHOOL AND COLLEGE,PARADOGA,MOMEN BAGH,1712120892
DHAKA,DHAKA,JATRABARI,SCHOOL AND COLLEGE,Higher Secondary ,107916,SHASEED ZIA GIRLA HIGH SCHOOL AND COLLEGE,FARIDABAD,82/12/2 UTTAR JATRABARI,1717182992
DHAKA,DHAKA,KAFRUL,SCHOOL AND COLLEGE,Higher Secondary ,107858,"B A F SHAHEEN COLLEGE,KAFRUL, DHAKA",DHAKA CANTT.,BIMANBANDAR ROAD,1710683637
DHAKA,DHAKA,KAFRUL,SCHOOL AND COLLEGE,Higher Secondary ,107854,"B N COLLEGE,DHAKA",DHAKA CANTONMENT,NABIK COLONY,1720585102
DHAKA,DHAKA,KAFRUL,SCHOOL AND COLLEGE,Higher Secondary ,132127,SHAHEED POLICE SMRITY  COLLEGE,DHAKA KENTONMENT,POLICE COMPLEX,1718700732
DHAKA,DHAKA,KERANIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,108120,BAGHAPUR HIGH SCHOOL & COLLEGE,ABDULLAHPUR,ROSULPUR,1741116870
DHAKA,DHAKA,KERANIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,108119,BARISUR ANSHALIK HIGH SCHOOL COLLEGE,BARISUR,BARISUR,171876963
DHAKA,DHAKA,KERANIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,108121,KERANIGONJ GIRL'S SCHOOL AND COLLEGE,KERANIGONJ,KALINDI,
DHAKA,DHAKA,KERANIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,108074,NUTAN BAKTER CHAR  SCHOOL AND COLLEGE,BAKTAR CHAR,ALUKANDA,1771266554
DHAKA,DHAKA,KERANIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,108098,"RAJABARI HIGH SCHOOL AND COLLEGE,KERANIGANJ",RAJABARI,RAJABARI,1711461084
DHAKA,DHAKA,KERANIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,108118,ZINZIRA P M PILOT SECONDARY SCHOOL & COLLEGE,KERANIGANJ,ZINZIRA,1672857625
DHAKA,DHAKA,KHILGAON,SCHOOL AND COLLEGE,Higher Secondary ,108375,ALI AHMED HIGH SCHOOL AND COLLEGE,KHILGAON,441,1715098478
DHAKA,DHAKA,KHILGAON,SCHOOL AND COLLEGE,Higher Secondary ,134601,BANGLADESH IDEAL SCHOOL AND COLLEGE,KHILGAON,"540 C,KHILGAON",1913411228
DHAKA,DHAKA,KHILGAON,SCHOOL AND COLLEGE,Higher Secondary ,132096,DHAKA EASTERN COLLEGE,KHILGOAN,B - 73,1716978491
DHAKA,DHAKA,KHILGAON,SCHOOL AND COLLEGE,Higher Secondary ,108387,KHILGAON GIRLS SCHOOL AND COLLAGE,KHILGAON,,1819464213
DHAKA,DHAKA,KHILGAON,SCHOOL AND COLLEGE,Higher Secondary ,108376,KHILGOAN GOVT HIGH SCHOOL DHAKA -1207,KHILGAON,,1715193574
DHAKA,DHAKA,KHILGAON,SCHOOL AND COLLEGE,Higher Secondary ,132078,NATIONAL IDEAL SCHOOL AND COLLEGE,KHILGAON,730/5/1,1715425444
DHAKA,DHAKA,KOTWALI,SCHOOL AND COLLEGE,Higher Secondary ,108139,AHMED BAWANY ACADEMY (SCHOOL & COLLEGE0,DHAKA SADAR,34 K P GHOSH STREET,
DHAKA,DHAKA,KOTWALI,SCHOOL AND COLLEGE,Higher Secondary ,108138,ANOWARA BEGUM MUSLIM GIRLS SCHOOL & COLLEGE,CHAK BAZAR,13 NO. NAZIMUDDIN ROAD,1716662922
DHAKA,DHAKA,LALBAGH,SCHOOL AND COLLEGE,Higher Secondary ,108164,AGRANI GIRLS SCHOOL & COLLEGE,NEWMARKET,38/1,
DHAKA,DHAKA,LALBAGH,SCHOOL AND COLLEGE,Higher Secondary ,108163,AZIMPUR GIRIS SCHOOL & COLLEGE,NEWMARKET,49/E AZIMPUR,1710814418
DHAKA,DHAKA,LALBAGH,SCHOOL AND COLLEGE,Higher Secondary ,108161,BIR SHESHTHA NOOR MOHAMMAD PUBLIC COLLEGE,NEWMARKET,PILKHANA,1711024798
DHAKA,DHAKA,LALBAGH,SCHOOL AND COLLEGE,Higher Secondary ,132081,LALBAGH MODEL SCHOOL & COLLEGE,POSTA,43/2 R.N.D,1670045381
DHAKA,DHAKA,LALBAGH,SCHOOL AND COLLEGE,Higher Secondary ,108154,NABAKUMAR INSTITUTION & DR. SHAHIDULLAH COLLEGE,POSTA, BOKSEBAZER,1911398291
DHAKA,DHAKA,LALBAGH,SCHOOL AND COLLEGE,Higher Secondary ,108166,NATUN PoLToN LINE HIGHER SECONDARY SCHOOL,NEWMARKET,"189, NATUN PALTAN LINE",1715757025
DHAKA,DHAKA,LALBAGH,SCHOOL AND COLLEGE,Higher Secondary ,130642,RAYHAN SCHOOL & COLLEGE,NEWMARKET,"37/6A, AZIMPUR ROAD",
DHAKA,DHAKA,MIRPUR,SCHOOL AND COLLEGE,Higher Secondary ,135252,ALORON COLLEGE,MIRPUR,5/1 SHAH ALIBAG,1711424882
DHAKA,DHAKA,MIRPUR,SCHOOL AND COLLEGE,Higher Secondary ,108214,BANOPHOOL ADIBASHI GREEN HEART COLLEGE,MIRPUR,MAIN ROAD - 1,1715391599
DHAKA,DHAKA,MIRPUR,SCHOOL AND COLLEGE,Higher Secondary ,108217,BASHIR UDDIN IDEAL HIGHER SECONDARY SCHOOL,PAIKPARA,237/3 AHMAD NOGOR,1718867083
DHAKA,DHAKA,MIRPUR,SCHOOL AND COLLEGE,Higher Secondary ,108223,DHAKA SHIKSHA BOARD LABORATORY SCHOOL & COLLEGE,B.D. SHORIF,DARUS SALAM,1819404601
DHAKA,DHAKA,MIRPUR,SCHOOL AND COLLEGE,Higher Secondary ,134478,FM INTERNATIONAL SCHOOL AND COLLEGE,MIRPUR,137/12,1920075472
DHAKA,DHAKA,MIRPUR,SCHOOL AND COLLEGE,Higher Secondary ,134180,GREEN FIELD COLLEGE,MIRPUR,"BLOCK-C, AVENUE-2",9012463
DHAKA,DHAKA,MIRPUR,SCHOOL AND COLLEGE,Higher Secondary ,108213,HAQQANI MISSION VIDYAPITH AND MOHAVIDYALAYA,MIRPUR,"244,KALLAYANPUR",1553267721
DHAKA,DHAKA,MIRPUR,SCHOOL AND COLLEGE,Higher Secondary ,108218,KALLYANPUR GIRLS SCHOOL & COLLEGE,MOHAMMADPUR,KALLYANPUR,1712837231
DHAKA,DHAKA,MIRPUR,SCHOOL AND COLLEGE,Degree (Honors) Level,108221,MIRPUR GIRL'S IDEAL LABRATORY INSTITUTE,MIRPUR,1NO. MAIN ROAD,1912912474
DHAKA,DHAKA,MIRPUR,SCHOOL AND COLLEGE,Higher Secondary ,108181,MONIPUR UCCHA BIDDALYA & COLLEGE,MIRPUR,783 MONIPUR,1711601307
DHAKA,DHAKA,MIRPUR,SCHOOL AND COLLEGE,Higher Secondary ,108215,S O S HERMAN GMEINER COLLEGE. DHAKA,MIRPUR,PLOT NO 3/ B,1915633700
DHAKA,DHAKA,MOHAMMADPUR,SCHOOL AND COLLEGE,Higher Secondary ,108262,AGARGAONTALTALA GOVT.COLONY HIGH SCHOOL & MOHILA COLLEGE,MOHAMMADPUR,AGARGAON TALTALA,1715944325
DHAKA,DHAKA,MOHAMMADPUR,SCHOOL AND COLLEGE,Higher Secondary ,108263,BADSHA FAISAL INSTITUTE ,MOHAMMADPUR,20/10- A BLOCK -F,1711009961
DHAKA,DHAKA,MOHAMMADPUR,SCHOOL AND COLLEGE,Higher Secondary ,108258,DHAKA RESIDENTIAL MODEL  COLLEGE,MOHAMMADPUR,33/1,
DHAKA,DHAKA,MOHAMMADPUR,SCHOOL AND COLLEGE,Higher Secondary ,131916,FEROZA BASHAR IDEAL COLLEGE,MOHAMMADPUR,1/7 ASADGAT,1918193719
DHAKA,DHAKA,MOHAMMADPUR,SCHOOL AND COLLEGE,Higher Secondary ,108260,KISHALAYA GIRL'S SCHOOL & COLLEGE,MOHAMMADPUR,TAJMOHAL,
DHAKA,DHAKA,MOHAMMADPUR,SCHOOL AND COLLEGE,Higher Secondary ,108261,LALMATIA HOUSING SOCIETY UCHCHA MADHYAMIK BIDYALAYA,MOHAMMADPUR,182/1,1715421789
DHAKA,DHAKA,MOHAMMADPUR,SCHOOL AND COLLEGE,Higher Secondary ,108264,MOHAMMADPUR   MODEL  SCHOOL  &  COLLEGE,GAZNABI ROAD,GAZNABI  ROAD,
DHAKA,DHAKA,MOHAMMADPUR,SCHOOL AND COLLEGE,Higher Secondary ,132107,MOHAMMADPUR PREPARATORY  HIGHER  SECONDARY  SCHOOL,MOHAMMADPUR,15/1  IQBAL  ROAD,1915556861
DHAKA,DHAKA,MOHAMMADPUR,SCHOOL AND COLLEGE,Higher Secondary ,108241,SHER E BANGLA NAGAR GOVT. BOYS HIGh SCHOOL,MOHAMMADPUR,SHER BANGLA NAGAR,9114105
DHAKA,DHAKA,MOHAMMADPUR,SCHOOL AND COLLEGE,Higher Secondary ,108259,ST.  JOSEPH  HIGHER  SECONDARY  SCHOOL,MOHAMMADPUR,"97, ASAD GATE",
DHAKA,DHAKA,MOHAMMADPUR,SCHOOL AND COLLEGE,Higher Secondary ,134446,WINSOME SCHOOL & COLLEGE,MOHAMMADPUR,6/7-A,1759976882
DHAKA,DHAKA,MOTIJHEEL,SCHOOL AND COLLEGE,Higher Secondary ,108589,ARAMBAGH GIRLS HIGH SCHOOL AND COLLEGE,GPO,110 ARAMBAGH,1716628436
DHAKA,DHAKA,MOTIJHEEL,SCHOOL AND COLLEGE,Higher Secondary ,108277,IDEAL SCHOOL & COLLEGE,MOTIJHEEL,MOTIJHEEL,1670655288
DHAKA,DHAKA,MOTIJHEEL,SCHOOL AND COLLEGE,Higher Secondary ,132088,MOTIJHEEL GOVT. BOY'S high school,G P O,OUTER CARCULAR ROAD,155230471
DHAKA,DHAKA,MOTIJHEEL,SCHOOL AND COLLEGE,Higher Secondary ,130865,MOTIJHEEL MODEL HIGH SCHOOL AND COLLEGE,MOTIJHEEL,MOTIJHEEL COLONY,1552349493
DHAKA,DHAKA,MOTIJHEEL,SCHOOL AND COLLEGE,Higher Secondary ,108587,NOBARUN  high school,ARAMBAGH,"6B/10,ARAMBAG",1913956726
DHAKA,DHAKA,NAWABGANJ,SCHOOL AND COLLEGE,Higher Secondary ,108320,NAWABAGON PILOT UCHCHA MADYAMIC BALIKA BIDYALAYA,NAWABGONJ,KASIMPUR,1755396100
DHAKA,DHAKA,NAWABGANJ,SCHOOL AND COLLEGE,Higher Secondary ,108321,SHOLLA HIGHER SECONDARY SCHOOL,SHOLLA,SHOLLAH,1835822077
DHAKA,DHAKA,NEW MARKET,SCHOOL AND COLLEGE,Higher Secondary ,108162,BIR SHRESTHA MUNSHI ABDUR ROUF BORDER GUARD BANGLADESH COLLEGE,NEWMARKET,BDR HEAD QUATER,1199452257
DHAKA,DHAKA,PALLABI,SCHOOL AND COLLEGE,Higher Secondary ,132085,AHSANIA MISSION SCHOOL & COLLEGE,POLLOBI,"POLLOBI, B-91, D-2,",1673601804
DHAKA,DHAKA,PALLABI,SCHOOL AND COLLEGE,Higher Secondary ,108337,DR. MOHAMMAD SHAHIDULLAH ADARSHA UCHCHA MADYMIC BIDYAPITH,DHAKA-1216,12/ A MIRPUR,1191087518
DHAKA,DHAKA,PALLABI,SCHOOL AND COLLEGE,Higher Secondary ,108188,MIRPUR BANGLA HIGHER SECONDARY SCHOOL,DHAKA-1216,"SAKSAN -11, BALIK -A",1716970983
DHAKA,DHAKA,PALLABI,SCHOOL AND COLLEGE,Higher Secondary ,132200,RUPNAGAR MODEL SCHOOL AND COLLEGE,PALLABI,17/1,
DHAKA,DHAKA,PALTAN,SCHOOL AND COLLEGE,Higher Secondary ,108279,RAJARBAGH POLICE LINE UCHCHA MADYAMIC BIDYALAYA,SHANTINAGAR,RAJARBAGH POLICE LINE,1712008736
DHAKA,DHAKA,RAMNA,SCHOOL AND COLLEGE,Higher Secondary ,132367,BIAM MODEL SCHOOL AND COLLEGE,SHANTINAGAR,"63,ESKATON",1818409332
DHAKA,DHAKA,RAMNA,SCHOOL AND COLLEGE,Higher Secondary ,108360,ISPAHANI GIRLS SCHOOL AND COLLEGE,RAMNA,3 NOW,1715295858
DHAKA,DHAKA,RAMNA,SCHOOL AND COLLEGE,Higher Secondary ,108356,NATIONAL BANK PUBLIC SCHOOL AND COLLEGE,SANTI NAGAR,BROMOGBAZER,1556339197
DHAKA,DHAKA,RAMNA,SCHOOL AND COLLEGE,Higher Secondary ,108340,SHER E BANGLA HIGHER SECONDARY SCHOOL .MODHUBAG,SANTINOGOR,394/4 MODHUBAG,1191340868
DHAKA,DHAKA,RAMNA,SCHOOL AND COLLEGE,Higher Secondary ,108361,SIDDESWARI BOYS HIGH SCHOOL AND COLLEGE,SANTINAGOR,77SIDDESWARI,1711149496
DHAKA,DHAKA,RAMNA,SCHOOL AND COLLEGE,Higher Secondary ,108355,UDAYAN UCHCHA MADYAMIK BIDYALAYA,G.P.O. RAMNA,"3/3, FULLER ROAD",1718564951
DHAKA,DHAKA,RAMNA,SCHOOL AND COLLEGE,Higher Secondary ,108362,UNIVERSITI LABORATORY SCHOOL AND COLLEGE,RAMNA,NILKET ROAD,96619
DHAKA,DHAKA,RAMNA,SCHOOL AND COLLEGE,Higher Secondary ,108357,VIQARUNNISA NOON SCHOOL & COLLEGE,G P O,1/A. NEW BAILY ROAD,
DHAKA,DHAKA,RAMNA,SCHOOL AND COLLEGE,Higher Secondary ,108359,WILLIS LITTLE FLOWAR HIGHER SECONDARY SCHOOL,G.P.O. -1000,"85, KAKRAIL",1730088472
DHAKA,DHAKA,SABUJBAGH,SCHOOL AND COLLEGE,Higher Secondary ,134462,CITY MODEL SCHOOL AND COLLEGE,BASHABO,77/3 WASA ROAD,1756828449
DHAKA,DHAKA,SABUJBAGH,SCHOOL AND COLLEGE,Higher Secondary ,108388,KADAMTALA PURBO BASHABO  SCHOOL AND COLLEGE,BASHABOO,28/3    KADAMTALA,1713043589
DHAKA,DHAKA,SABUJBAGH,SCHOOL AND COLLEGE,Higher Secondary ,108393,KAMALAPUR UCHCHA MADYAMIK BIDYALAYA,BASABO,20 MAYKANON,1716807171
DHAKA,DHAKA,SABUJBAGH,SCHOOL AND COLLEGE,Higher Secondary ,108391,MADARTEK ABDUL AZIZ UCHCHA MADHYAMIK BIDYALYA,BASABOO,MADARTEK,7812239
DHAKA,DHAKA,SABUJBAGH,SCHOOL AND COLLEGE,Higher Secondary ,134172,QUALITY EDUCATION COLLEGE,KHILGAON,434/C KHILGAON,1554314494
DHAKA,DHAKA,SAVAR,SCHOOL AND COLLEGE,Higher Secondary ,108456,ASHULIA UCHHA MADHYAMIC BIDHALAYA,ASHULIA,ASHULIA,1552453791
DHAKA,DHAKA,SAVAR,SCHOOL AND COLLEGE,Degree (Pass) Level,134131,BANGLADESH KRIRA SHIKKHA PROTISHTAN,BKSP,ZIRANI,1713245959
DHAKA,DHAKA,SAVAR,SCHOOL AND COLLEGE,Higher Secondary ,108458,BEPZA  PUBLIC  SCHOOL AND  COLLEGE,EPZ,GANAKBARI,
DHAKA,DHAKA,SAVAR,SCHOOL AND COLLEGE,Higher Secondary ,108461,BPATC SCHOOL & COLLEGE,PATC,BPATC,1819911063
DHAKA,DHAKA,SAVAR,SCHOOL AND COLLEGE,Higher Secondary ,108463,DOSHAID A K HIGHER  SCHOOL AND COLLEGE,ASHULIA,DOSHAID,1552362107
DHAKA,DHAKA,SAVAR,SCHOOL AND COLLEGE,Higher Secondary ,108460,JAHANGIRNAGAR UNIVERSITY SCHOOL & COLLEGE,JAHANGIR NAGAR UNIVERSITY,JAHANGIR NAGAR UNIRVERSITY,1819808815
