DIVISION_NAME,DISTRICT_NAME,THANA_NAME,TYP,LVL,EIIN,INSTITUTE_NAME_NEW,POST_OFFICE,LOCATION,MOBPHONE
SYLHET,SUNAMGANJ,DOWARABAZAR,SCHOOL AND COLLEGE,Higher Secondary ,129933,BARKHAL M.L. SCHOOL AND COLLEGE,BANGLA BAZAR,BARKHAL,1718196335
SYLHET,SUNAMGANJ,DOWARABAZAR,SCHOOL AND COLLEGE,Higher Secondary ,129920,GHILA CHARA SECONDARY  SCHOOL AND COLLEGE,NARSINGPUR,GHILA CHARA,1726888815
SYLHET,SUNAMGANJ,DOWARABAZAR,SCHOOL AND COLLEGE,Higher Secondary ,129934,SAMUJ ALI HIGH SCHOOL AND COLLEGE,DOWARABAZAR,TILAGOAN,1713815705
SYLHET,SUNAMGANJ,JAGANNATHPUR,SCHOOL AND COLLEGE,Higher Secondary ,129947,NAYABANDAR B\L HIGH SCHOOL AND COLLEGE,JAHIRPUR,NAYABANDAR,1715574408
SYLHET,SUNAMGANJ,JAGANNATHPUR,SCHOOL AND COLLEGE,Higher Secondary ,129945,SHAROBPOLLY HIGH SCHOOL AND COLLEGE,DAOWRAI BAZAR,8,1721294017
SYLHET,SUNAMGANJ,SULLA,SCHOOL AND COLLEGE,Higher Secondary ,129998,SAWDHERSREE HIGH SCHOOL AND COLLEGE,KADIRGANJ,SAWDHERSREE,1714609725
SYLHET,SYLHET,BEANI BAZAR,SCHOOL AND COLLEGE,Higher Secondary ,130144,DUBAG HIGH SCHOOL & COLLEGE,DUBAG BAZAR,MEWA,1720450125
SYLHET,SYLHET,BISHWANATH,SCHOOL AND COLLEGE,Higher Secondary ,130199,AL AZAM HIGH SCHOOL AND COLLEGE,AMTAIL,DHALIAPARA,1715976936
SYLHET,SYLHET,BISHWANATH,SCHOOL AND COLLEGE,Higher Secondary ,130182,CHANDBHORANG  HIGH SCHOOL ,BAISHGHAR,CHAND BHARANG,1712795968
SYLHET,SYLHET,COMPANIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,130221,BHATRAI HIGH SCHOOL AND COLLEGE,COMPANIGANJ,BHATRAI,1718388958
SYLHET,SYLHET,COMPANIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,130236,PARUA  ANWARA  HIGH  SCHOOL  &  COLLEGE,PARUA,PARUA,1712875307
SYLHET,SYLHET,COMPANIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,130223,SHAHEED SMRITY TUKER BAZAR HIGH SCHOOL AND COLLEGE,COMPANYGANJ,ISLAMPUR,
SYLHET,SYLHET,DAKSHIN SURMA,SCHOOL AND COLLEGE,Higher Secondary ,130501,ISRAB ALI HIGH SCHOOL AND COLLEGE,KADAMTALI,KUCHAI,1712734554
SYLHET,SYLHET,DAKSHIN SURMA,SCHOOL AND COLLEGE,Higher Secondary ,130460,MOHAMMAD MOKaN HIGH SCHOOL & COLLEGE,SYLHET,KAMAL JONG,1715003399
SYLHET,SYLHET,DAKSHIN SURMA,SCHOOL AND COLLEGE,Higher Secondary ,135342,STARLIGHT ACADEMY AND COLLEGE,SYLHET,MUMINKHOLA,1723080863
SYLHET,SYLHET,FENCHUGANJ,SCHOOL AND COLLEGE,Higher Secondary ,130249,MAHMUD US SAMAD FARZANA CHOW GIRLS SCHOOL & COLLEGE,FENCHUGONJ,NURPUR,1711067230
SYLHET,SYLHET,FENCHUGANJ,SCHOOL AND COLLEGE,Higher Secondary ,130258,MANIK KONA HIGH SCHOOL & COLLEGE,MANIKKONA,,1818399959
SYLHET,SYLHET,GOLAPGANJ,SCHOOL AND COLLEGE,Higher Secondary ,130305,AL-EMDAD  SCHOOL & COLLEGE,CHANDARPUR,CHANDARPUR,1715861013
SYLHET,SYLHET,GOLAPGANJ,SCHOOL AND COLLEGE,Higher Secondary ,130303,DHAKA DAKASHIN GIRLS SCHOOL & COLLEGE,DHAKA DAKSHIN,DATTARAIL,1712734851
SYLHET,SYLHET,GOLAPGANJ,SCHOOL AND COLLEGE,Higher Secondary ,130302,DHAKA DAKSHIN MULTILATERAL HIGH SCHOOL & COLLEGE,DHAKADAKSHIN,DATTARAIL,1733083605
SYLHET,SYLHET,GOLAPGANJ,SCHOOL AND COLLEGE,Higher Secondary ,130304,M.C. ACADEMY (SCHOOL & COLLEGE),GOPALJONG,FULBARI,1712502747
SYLHET,SYLHET,GOWAINGHAT,SCHOOL AND COLLEGE,Higher Secondary ,131132,PARGONA BAZAR HIGH SCHOOL AND COLLEGE,,CATAR GRAM,1916026198
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,130458,AMBERKHAN GIRLS HIGH SCHOOL AND COLLEGE,SYLHET-3100,HAUGING ASTET ROAD,
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,132132,ANANDA NIKETON SCHOOL AND COLLEGE,SYLHET SADAR,PASCHIM SUBID BAZAR,
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,130401,BLUE BIRD HIGH SCHOOL AND COLLEGE,SYLHET,MIRAR MADAN,17110000957
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,132079,BRITISH BANGLADESH INTERNATERNL SCHOOL S COLLEGE,2,22,
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,134656,CLASSIC INTERNATIONAL SCHOOL & COLLEGE,SADAR,MAIN ROAD,1558369541
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,130399,GOVT. AGRAGAMI GIRLS' HIGH SCHOOL & COLLEGE,SYLHET,JINDA BAZAR,1718197713
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,130459,JALALABAD CANTONMENT PUBLIC SCHOOL & COLLEGE,JALALABAD CANTONMENT,BOTESHOR,1752527779
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,132076,SCHOLARS HOME ,SYLHET,SHAHI EIDGAH,1716686141
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,134651,SCHOLARSHOME GIRLS COLLEGE,SYLHET,PATHANTULA,1742492560
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,130462,SHAHJALAL JIMIA ISLAMIA SCHOOL &COLLEGE,SYLHET-3100,MIRA BAZAR,1819655578
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,134190,SHIMANTIK IDEAL SCHOOL & COLLEGE,SYLHET,SHIBGONJ ,
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,130430,SOFIR UDDIN HIGH SCHOOL AND COLLEGE,TUKER BAZAR,JANGAIL,1199325615
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,130454,SYLHET CADET COLLEGE,SYLHET CADET COLLEGE,BIMAN BONDOR SOROK,1713164700
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,134586,SYLHET IDEAL COLLEGE,SYLHET,AKHALIA,1711967776
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,132093,SYLHET INTERNATIONAL SCHOOL AND COLLEGE,SYLHET,SYLHET,1911747855
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,132067,SYLHET MODEL SCHOOL &COLLEGE,SODOR,SHAHI EDGHA,1552439804
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,131086,THE SYLHET KHAJANCHIBARI INT SCHOOL AND COLLEGE,SYLHET,NAYA SOROK,1718240074
SYLHET,SYLHET,SYLHET SADAR,SCHOOL AND COLLEGE,Higher Secondary ,132128,WESTPOINT SCHOOL AND COLLEGE,SYLHET-3180,PATHAN TULA,1683328351
